Depth[m],Vs[m/sec],Vp[m/sec]
-0,195.25616,510.327
-1,195.25616,510.327
-2,378.7278,901.8354
-3,476.115,990.4866
-4,552.2252,1051.2154
-5,619.2902,1109.4184
-6,652.2476,1178.6126
-7,670.6178,1238.5606
-8,690.1196,1292.0024
-9,703.1044,1359.419
-10,716.687,1428.0304
-11,729.853,1540.9892
-12,743.2864,1645.3312
-13,760.609,1765.6378
-14,781.037,1906.3226
-15,798.846,2011.3072
-16,819.1938,2129.5444
-17,841.3564,2282.7442
-18,879.6612,2431.664
-19,920.838,2598.528
-20,964.4138,2778.666
-21,1011.6778,2928.244
-22,1057.5696,3074.49
-23,1102.069,3212.888
-24,1148.2632,3404.482
-25,1207.488,3601.178
-26,1278.538,3840.016
-27,1353.476,3990.938
-28,1430.4896,4178.854
-29,1521.7642,4395.186
-30,1623.6448,4661.378
-40,1747.856,5080.034
