Depth[m],Vs[m/sec],Vp[m/sec]
-0,216.15,392.14
-1,216.15,392.14
-2,218.08,401.15
-3,220.59,409.51
-4,235.02,431.04
-5,264.23,449.25
-6,301.83,504.86
-7,312.86,522.15
-8,321.89,535.88
-9,330.27,548.68
-10,337.76,561.06
-11,343.8,571.88
-12,350.44,584.73
-13,355.15,595.85
-14,360.55,607.28
-15,364.5,621.82
-16,368.26,634.46
-17,372.85,650.64
-18,377.33,665.23
-19,381.5,681.75
-20,386.58,698.35
-21,392.03,716.58
-22,397.51,737.57
-23,404.31,761.3
-24,411.11,797.02
-25,419.61,843.33
-26,429.18,913.28
-27,439.97,969.29
-28,455.22,1024.06
-29,470.18,1074.72
-30,486.8,1134.06
-35,506.94,1266.99
-40,535.74,1345.62
-45,592.35,1467.23
-50,639.93,1610.39
-55,694.4,1784.68
-60,790.54,1921.92
-65,964.33,2042.25
-70,1030.12,2223.25
-75,1121.13,2337.5
-80,1170.03,2455.9
-85,1214.76,2978.5
-90,1270.65,3162.6
-95,1319.11,4133.7
-100,1400.8,4445.3
-110,1803.52,4695.8
