Depth[m],Vs[m/sec],Vp[m/sec]
-0,164.97904,451.8176
-1,164.97904,451.8176
-2,271.7074,482.1526
-3,285.23,505.851
-4,294.7422,527.3436
-5,306.6746,557.5564
-6,324.3184,615.3006
-7,351.7432,671.7772
-8,389.4886,726.953
-9,440.7616,802.054
-10,488.951,870.7208
-11,535.4668,938.4476
-12,585.6136,1012.2722
-13,629.9942,1094.0926
-14,671.3614,1195.1166
-15,710.8586,1326.6488
-16,747.3882,1421.7432
-17,776.9122,1537.5192
-18,809.297,1644.8872
-19,831.8844,1807.9576
-20,859.7088,2084.4252
-21,888.5282,2303.6986
-22,919.0366,2605.19
-23,949.7786,2830.424
-24,984.0618,3030.058
-25,1008.1396,3201.866
-26,1038.4946,3350.528
-27,1068.9048,3518.75
-28,1104.1,3637.45
-29,1136.6108,3774.042
-30,1173.4266,4008.382
-35,1206.8662,4258.358
-45,1267.4672,5975.794
