Depth[m],Vs[m/sec],Vp[m/sec]
-0,143.92508,295.86
-1,143.92508,295.86
-2,195.88424,346.6564
-3,201.9434,382.3542
-4,205.82394,417.1518
-5,211.0522,450.8462
-6,215.2912,478.0118
-7,220.3578,504.6306
-8,227.2182,531.5644
-9,233.7454,554.1972
-10,242.5506,579.132
-11,247.8372,602.8616
-12,253.9678,631.2814
-13,258.3252,669.832
-14,262.2074,716.9122
-15,266.4652,776.2098
-16,269.7,860.796
-17,274.1732,946.0444
-18,278.7162,1046.9528
-19,283.4864,1497.6602
-20,288.2258,1624.6078
-21,292.5104,1707.2088
-22,296.9904,1780.0268
-23,302.3566,1844.6116
-24,307.155,1914.6116
-25,313.22,1993.573
-26,319.2238,2079.8098
-27,324.9046,2149.128
-28,333.345,2196.144
-29,341.2614,2245.29
-30,349.1782,2282.338
-35,358.2112,2313.216
-40,374.4792,2342.988
-45,393.4498,2394.156
-50,411.563,2433.272
-55,437.3212,2477.116
-60,465.7734,2528.076
-65,490.9512,2576.89
-70,522.9818,2647.212
-75,553.5726,2719.332
-80,597.9676,2799.112
-85,651.3916,2924.586
-95,724.853,3192.422
