Depth[m],Vs[m/sec],Vp[m/sec]
-0,178.80584,491.681
-1,178.80584,491.681
-2,275.1712,536.4002
-3,319.6176,571.5934
-4,337.5916,601.7762
-5,350.7684,631.3496
-6,360.6476,678.2876
-7,369.9754,720.3676
-8,375.2842,776.634
-9,380.6524,866.6762
-10,384.8046,960.233
-11,389.8214,1093.8906
-12,393.7454,1497.925
-13,398.4352,1648.3562
-14,403.5486,1765.6594
-15,409.1464,1884.949
-16,413.9726,2017.1592
-17,419.748,2151.5732
-18,425.1478,2317.166
-19,430.549,2431.084
-20,437.2526,2528.85
-21,446.5184,2617.072
-22,454.9966,2720.758
-23,462.845,2824.22
-24,475.5552,2915.792
-25,489.9948,3027.798
-26,504.1308,3138.762
-27,518.6728,3240.528
-28,536.7582,3363.846
-29,557.3748,3458.422
-30,581.5416,3591.572
-35,603.4756,3701.11
-40,644.0958,3841.138
-50,728.5188,4186.864
