Depth[m],Vs[m/sec],Vp[m/sec]
-0,191.62572,420.9694
-1,191.62572,420.9694
-2,216.4184,838.5786
-3,230.4018,893.846
-4,239.0584,973.1234
-5,245.8658,1069.2674
-6,252.2876,1126.9118
-7,257.1726,1178.892
-8,263.1144,1239.3788
-9,270.9814,1301.4172
-10,276.0444,1372.6992
-11,282.0624,1431.245
-12,288.7292,1496.0394
-13,295.1128,1558.1638
-14,299.8632,1640.126
-15,305.6736,1711.7206
-16,309.9802,1825.2088
-17,314.7676,1918.8918
-18,320.3904,2023.9522
-19,327.4852,2094.7008
-20,332.7376,2190.8692
-21,337.8248,2318.41
-22,343.259,2415.466
-23,349.7622,2508.976
-24,356.8544,2607.662
-25,365.5636,2713.606
-26,374.5074,2864.354
-27,386.022,3127.768
-28,394.5886,3419.684
-29,406.9064,3706.798
-30,427.1312,3949.134
-40,458.3086,4281.704
