Depth[m],Vs[m/sec],Vp[m/sec]
-0,155.11586,322.3266
-1,155.11586,322.3266
-2,172.32072,366.495
-3,178.06716,518.7074
-4,183.98304,586.3974
-5,190.92406,679.774
-6,201.3668,852.08
-7,219.8116,1111.5212
-8,245.789,1234.825
-9,275.515,1315.702
-10,296.12,1411.7012
-11,310.1016,1557.105
-12,321.2274,1700.8642
-13,327.731,1787.917
-14,336.2146,1861.7238
-15,342.4194,1946.3608
-16,346.7074,2025.1426
-17,352.9954,2100.4518
-18,359.6904,2172.1254
-19,365.9164,2267.522
-20,371.886,2345.314
-21,378.0398,2431.472
-22,385.3718,2516.556
-23,391.789,2617.042
-24,399.829,2720.886
-25,409.3318,2836.446
-26,419.3814,2969.608
-27,430.818,3122.09
-28,448.8678,3263.318
-29,464.3014,3516.578
-30,481.7656,3835.44
-40,517.9122,4296.41
