Depth[m],Vs[m/sec],Vp[m/sec]
-0,174.0151,553.248
-1,174.0151,553.248
-2,226.6502,589.4484
-3,341.5162,616.2996
-4,366.2644,639.0338
-5,377.9362,660.4414
-6,388.0638,682.2318
-7,394.5626,705.4116
-8,401.377,738.981
-9,406.1618,774.9526
-10,409.6648,821.8306
-11,413.6812,869.0282
-12,417.7234,914.7028
-13,420.6936,975.7758
-14,423.6748,1041.9676
-15,426.6648,1116.1796
-16,430.3042,1202.6198
-17,432.8886,1289.7068
-18,435.868,1405.8388
-19,438.5478,1490.6392
-20,443.1004,1582.0856
-21,446.8278,1656.3822
-22,451.1462,1711.8324
-23,455.1454,1781.3474
-24,458.7288,1835.374
-25,463.1358,1882.9466
-26,467.6964,1926.8742
-27,472.9354,1984.9196
-28,476.477,2032.8544
-29,479.7502,2083.688
-30,485.0302,2141.6182
-35,489.622,2199.242
-40,496.8048,2265.698
-45,503.1248,2345.658
-50,511.223,2439.662
-55,524.3086,2566.878
-60,540.9358,2700.07
-65,558.7126,2878.312
-70,583.8442,3077.664
-75,623.7588,3360.724
-85,673.686,5112.1
