Depth[m],Vs[m/sec],Vp[m/sec]
-0,193.02534,526.0428
-1,193.02534,526.0428
-2,247.131,636.56
-3,387.547,695.983
-4,412.7522,755.2602
-5,440.945,826.9696
-6,477.2886,887.0188
-7,519.66,946.577
-8,565.3428,1010.3348
-9,599.1838,1077.442
-10,625.76,1141.6408
-11,661.0852,1202.2696
-12,687.1972,1272.6794
-13,719.7902,1354.033
-14,748.7344,1433.1396
-15,779.417800000001,1526.2558
-16,802.7564,1625.3958
-17,833.1326,1724.8072
-18,869.5196,1868.8554
-19,914.0474,2028.472
-20,953.2484,2183.7156
-21,996.569,2331.5992
-22,1045.8992,2516.768
-23,1097.9708,2723.64
-24,1149.076,2900.21
-25,1200.9686,3048.256
-26,1263.102,3196.018
-27,1321.7692,3332.776
-28,1387.2514,3474.402
-29,1454.6134,3668.1
-30,1532.2058,3897.324
-35,1627.2188,4219.53
-45,1843.5344,4626.102
