Depth[m],Vs[m/sec],Vp[m/sec]
-0,428.371,698.735
-1,428.371,698.735
-2,484.4238,1166.3842
-3,532.4456,1495.5206
-4,946.5686,2369.098
-5,1005.9258,2699.046
-6,1098.7034,2799.966
-7,1333.946,2862.26
-8,1418.8418,2916.53
-9,1705.6472,2961.816
-10,1770.8226,2996.004
-11,1814.0104,3027.286
-12,1845.2918,3056.28
-13,1868.527,3082.534
-14,1888.2966,3117.028
-15,1904.649,3156.938
-16,1923.0578,3189.272
-17,1937.3202,3226.784
-18,1952.265,3259.038
-19,1964.646,3289.142
-20,1981.9498,3329.426
-21,1999.222,3367.512
-22,2013.3156,3405.742
-23,2028.7234,3451.804
-24,2048.5652,3494.33
-25,2070.5224,3555.458
-26,2088.842,3631.66
-27,2116.206,3732.816
-28,2142.038,3827.25
-29,2164.542,3917.656
-30,2191.766,4070.01
-35,2223.92,4847.352
-45,2282.686,5268.842
