Depth[m],Vs[m/sec],Vp[m/sec]
-0,123.52442,666.711
-1,123.52442,666.711
-2,229.2804,753.4662
-3,292.9124,1023.237
-4,314.6784,1099.2364
-5,340.3106,1165.3782
-6,369.491,1215.3406
-7,389.4276,1273.846
-8,408.4022,1324.462
-9,426.1436,1392.142
-10,446.7916,1472.6598
-11,472.8692,1555.3898
-12,498.3356,1627.0788
-13,525.8862,1724.5238
-14,549.3612,1839.669
-15,575.5028,1934.5732
-16,594.7826,2016.9532
-17,611.2092,2102.3442
-18,631.4466,2181.5496
-19,647.6232,2258.778
-20,668.8594,2365.782
-21,687.1492,2456.912
-22,706.3264,2571.75
-23,719.9198,2691.672
-24,736.3062,2875.566
-25,752.4844,3072.052
-26,771.7476,3226.348
-27,788.0948,3359.602
-28,804.1808,3512.152
-29,819.9944,3644.536
-30,844.2932,3795.074
-35,872.5976,4000.05
-40,905.558600000001,4377.92
-50,982.5886,5054.296
