Depth[m],Vs[m/sec],Vp[m/sec]
-0,250.5716,599.5254
-1,250.5716,599.5254
-2,287.5766,818.4262
-3,367.753,933.4394
-4,396.1938,1007.9528
-5,413.028,1078.9836
-6,425.5246,1132.6156
-7,434.7234,1173.693
-8,441.109,1226.1754
-9,448.1412,1284.6718
-10,455.0172,1341.7236
-11,463.5306,1411.0228
-12,474.3586,1474.6768
-13,485.0424,1560.7198
-14,495.2328,1653.2098
-15,506.6726,1762.4932
-16,519.3696,1859.9568
-17,535.8364,1979.2476
-18,555.9184,2083.9418
-19,574.7194,2219.1252
-20,598.2602,2349.9598
-21,630.6214,2512.788
-22,653.8692,2641.134
-23,687.546,2761.084
-24,723.115,2885.96
-25,770.3962,3010.45
-26,810.9594,3161.57
-27,857.2638,3321.12
-28,907.614,3528.37
-29,963.9758,3693.908
-30,1025.2036,3961.958
-40,1135.3476,4403.996
