Depth[m],Vs[m/sec],Vp[m/sec]
-0,146.192,333.27
-1,146.192,333.27
-2,266.45,586.17
-3,272.61,635.33
-4,353.34,661.08
-5,358.55,685.7
-6,362.49,715.46
-7,368.6,740.88
-8,378.64,767.54
-9,397.11,789.52
-10,429.96,807.65
-11,451.01,824.03
-12,468.92,845.44
-13,480.85,864.69
-14,489.62,886.79
-15,496.69,909.13
-16,502.7,936.75
-17,508.04,965.96
-18,512.82,1001.41
-19,517.54,1062.47
-20,522.13,1108.11
-21,526.39,1151.96
-22,531.31,1191.83
-23,535.81,1249.13
-24,541.65,1295.36
-25,548.04,1350.63
-26,555.34,1488.11
-27,562.81,1623.36
-28,569.86,1691.61
-29,577.49,1777.89
-30,584.1,1838.91
-35,592.53,1907.52
-40,601.08,1963.43
-45,608.74,2026.3
-50,615.86,2118.36
-55,624.46,2257.83
-60,631.6,2354.62
-65,640.11,2461.58
-70,648.43,2589.9
-75,656.8,2741.2
-80,665.19,2864.9
-85,677.64,3010.8
-90,692.59,3443.6
-100,713.42,4751.4
