Depth[m],Vs[m/sec],Vp[m/sec]
-0,229.6396,444.8714
-1,229.6396,444.8714
-2,255.5716,519.3422
-3,273.4958,621.3012
-4,289.9286,710.3274
-5,307.601,823.2878
-6,320.9934,938.6544
-7,329.9212,1385.381
-8,336.6144,1513.7016
-9,342.414,1686.8854
-10,347.2278,1786.8
-11,353.4634,1883.4002
-12,357.0476,1987.0316
-13,360.8864,2122.6836
-14,364.0444,2276.441
-15,367.1776,2435.754
-16,372.522,2566.332
-17,375.6898,2678.258
-18,380.2924,2790.432
-19,383.8308,2908.392
-20,390.5532,3021.318
-21,397.0472,3134.074
-22,404.0906,3242.002
-23,410.9496,3356.244
-24,419.376,3432.408
-25,427.1638,3527.02
-26,440.4962,3643.854
-27,449.6678,3779.378
-28,461.4486,3965.618
-29,478.4086,4176.018
-30,498.0396,4388.78
-40,529.1642,5744.77
