Depth[m],Vs[m/sec],Vp[m/sec]
-0,182.96698,560.2252
-1,182.96698,560.2252
-2,245.2774,635.8248
-3,325.4852,724.7422
-4,437.2074,795.0902
-5,466.2674,851.8416
-6,493.4122,915.4354
-7,524.2578,1007.1424
-8,553.128,1169.087
-9,585.7056,1271.7616
-10,620.017,1360.028
-11,653.9484,1475.5222
-12,687.8064,1551.5118
-13,735.9266,1633.3672
-14,776.8826,1720.9626
-15,806.969,1819.937
-16,838.724,1925.2948
-17,860.7028,2034.9266
-18,883.354,2182.0614
-19,910.6896,2287.318
-20,937.377,2386.788
-21,964.5036,2500.826
-22,987.5714,2603.33
-23,1016.1526,2726.044
-24,1047.0618,2841.556
-25,1079.1208,2948.664
-26,1108.0606,3065.83
-27,1141.3122,3211.99
-28,1171.0644,3415.296
-29,1210.6058,3640.97
-30,1257.1702,3958.65
-35,1307.3686,4564.774
-45,1391.2146,5244.62
