Depth[m],Vs[m/sec],Vp[m/sec]
-0,190.69722,372.6766
-1,190.69722,372.6766
-2,217.04684,457.1174
-3,267.4512,660.6986
-4,315.1048,753.2692
-5,350.528,827.6576
-6,366.3822,922.7798
-7,377.5408,992.1914
-8,387.033,1040.8024
-9,394.4532,1084.5734
-10,403.8478,1123.806
-11,411.7682,1175.3176
-12,418.3156,1210.4792
-13,426.082,1246.1482
-14,431.4894,1282.8552
-15,437.5722,1315.6896
-16,445.6748,1360.043
-17,451.5972,1401.0086
-18,458.0388,1445.034
-19,464.7692,1493.7586
-20,468.8036,1571.4874
-21,475.0832,1661.2096
-22,480.0376,1769.2468
-23,484.2028,1886.4312
-24,490.1992,1995.629
-25,493.8152,2096.2504
-26,498.2872,2178.8194
-27,502.5746,2260.384
-28,507.1272,2343.212
-29,510.7852,2420.378
-30,517.1116,2492.456
-35,523.0906,2579.226
-40,530.1888,2644.65
-45,535.803,2769.116
-50,546.3036,2955.498
-55,562.5508,3421.91
-60,585.1594,3711.302
-65,617.7238,4141.378
-75,681.1228,4480.624
