Depth[m],Vs[m/sec],Vp[m/sec]
-0,142.304,341.02
-1,142.304,341.02
-2,203.65,365.43
-3,208.89,386.45
-4,227.43,417.62
-5,242.17,439.8
-6,256.76,461.65
-7,268.28,483.29
-8,275.87,504.23
-9,281.61,529.68
-10,285.53,555.91
-11,289.89,587.85
-12,294.16,632.83
-13,297.81,678.58
-14,301.76,726.31
-15,307.09,779.33
-16,312.93,987.93
-17,319.88,1080.93
-18,329.73,1129.98
-19,339.04,1176.03
-20,350.3,1228.21
-21,360.57,1281.63
-22,371.2,1341.09
-23,380.81,1724.45
-24,389.78,1782.63
-25,396.9,1839.62
-26,403.22,1897.47
-27,408.35,1975.75
-28,412.57,2049.4
-29,417.54,2208.54
-30,422.08,2300.19
-35,427.38,2402.84
-40,431.15,2576.7
-45,436.04,2674.01
-50,442.51,2797.96
-55,450.34,2984.96
-60,460.49,3592.4
-70,483.55,4002.8
