Depth[m],Vs[m/sec],Vp[m/sec]
-0,263.1684,806.705
-1,263.1684,806.705
-2,316.8926,1152.1332
-3,507.1772,1345.452
-4,592.0902,1469.167
-5,647.957,1604.3866
-6,717.9636,1698.992
-7,841.434,1782.7658
-8,921.5782,1868.6034
-9,1058.888,1947.0692
-10,1128.6994,2018.5734
-11,1167.6618,2089.1004
-12,1200.8196,2166.9354
-13,1225.2644,2249.806
-14,1246.9298,2345.984
-15,1262.088,2428.47
-16,1279.6118,2522.868
-17,1296.3002,2617.338
-18,1312.495,2689.482
-19,1327.564,2759.08
-20,1345.4064,2846.806
-21,1363.1666,2943.916
-22,1380.2362,3067.548
-23,1395.2266,3184.496
-24,1416.506,3332.38
-25,1442.134,3436.136
-26,1469.452,3524.752
-27,1494.0646,3645.368
-28,1524.5768,3776.808
-29,1553.1682,3923.242
-30,1591.3626,4129.016
-35,1632.9454,4483.178
-40,1696.2966,5105.808
-50,1788.3506,5713.962
