Depth[m],Vs[m/sec],Vp[m/sec]
-0,218.8464,657.523
-1,218.8464,657.523
-2,405.6676,1062.1118
-3,502.5912,1185.6806
-4,626.5086,1236.3324
-5,694.55,1269.145
-6,765.7666,1294.7588
-7,783.3204,1319.165
-8,800.1172,1337.1922
-9,810.9864,1356.6342
-10,820.5868,1378.381
-11,828.6124,1406.3726
-12,837.1424,1436.3738
-13,844.5732,1467.0402
-14,852.2352,1496.9442
-15,859.858,1543.8154
-16,867.4428,1584.6072
-17,874.1154,1645.6046
-18,880.8802,1698.6354
-19,886.9336,1755.2064
-20,893.94,1840.3518
-21,904.1124,1938.1402
-22,911.368800000001,2050.2242
-23,919.781800000001,2183.7676
-24,928.5154,2371.106
-25,938.2028,2579.102
-26,950.7006,2726.922
-27,964.101,2909.63
-28,978.1418,3166.644
-29,992.3166,3762.928
-30,1010.7604,4055.662
-35,1034.0906,4430.418
-45,1089.1184,5563.348
