Depth[m],Vs[m/sec],Vp[m/sec]
-0,197.17854,410.1472
-1,197.17854,410.1472
-2,290.7422,711.689
-3,312.456,857.8424
-4,343.2424,1076.5948
-5,387.9458,1155.2234
-6,467.3402,1235.089
-7,496.2286,1312.0756
-8,517.2002,1397.5142
-9,530.9712,1482.3676
-10,540.5308,1569.7332
-11,547.5434,1663.342
-12,554.8846,1759.4174
-13,560.4504,1859.0438
-14,565.1968,2040.3766
-15,569.22,2160.945
-16,574.6662,2261.342
-17,579.164,2339.2
-18,584.3944,2396.394
-19,589.5344,2467.786
-20,594.293,2541.238
-21,598.8652,2628.09
-22,605.4554,2730.918
-23,612.8344,2821.644
-24,621.3322,2903.434
-25,627.4072,3011.1
-26,635.7704,3128.17
-27,646.549,3233.684
-28,659.7432,3334.85
-29,671.566,3481.872
-30,685.0478,3700.232
-35,710.6974,4026.686
-45,758.2662,4583.446
