Depth[m],Vs[m/sec],Vp[m/sec]
-0,374.8768,780.851
-1,374.8768,780.851
-2,413.7672,821.821
-3,449.342,853.2812
-4,459.2656,881.1348
-5,464.2326,912.381999999999
-6,468.9304,956.6154
-7,474.42,1023.2948
-8,481.29,1090.7784
-9,486.6554,1158.3408
-10,491.9222,1261.3078
-11,497.0538,1362.1712
-12,503.9088,1592.3246
-13,510.567,1691.544
-14,518.7142,1769.6414
-15,528.5794,1844.8352
-16,540.3048,1911.3366
-17,555.639,1985.545
-18,574.3352,2042.7874
-19,598.9718,2102.8008
-20,624.5816,2171.0708
-21,655.0066,2248.875
-22,687.97,2321.712
-23,728.59,2403.26
-24,767.705,2516.058
-25,816.6704,2636.108
-26,863.0576,2756.466
-27,913.314,2891.51
-28,962.3782,3053.734
-29,1013.944,3206.068
-30,1065.0796,3370.502
-35,1122.7498,3610.056
-45,1224.8968,4295.1
