Depth[m],Vs[m/sec],Vp[m/sec]
-0,145.52,498.0102
-1,145.52,498.0102
-2,169.58294,976.9938
-3,222.32244,1208.0116
-4,244.2844,1302.6958
-5,256.3356,1389.412
-6,263.1012,1483.4682
-7,269.124,1540.8098
-8,274.4902,1602.4938
-9,278.511,1656.5468
-10,282.3776,1727.8182
-11,285.0106,1800.8068
-12,287.7568,1863.942
-13,292.1738,1931.6646
-14,295.5026,1993.2818
-15,299.7942,2062.7588
-16,305.2458,2161.1866
-17,309.8336,2259.363
-18,315.4736,2354.548
-19,322.5776,2425.22
-20,329.3486,2526.778
-21,336.7872,2647.354
-22,345.5642,2788.94
-23,358.134,2985.818
-24,375.7828,3133.544
-25,391.406,3247.784
-26,415.8218,3372.004
-27,434.002,3501.544
-28,463.6634,3699.94
-29,498.606,3891.554
-30,537.5444,4134.558
-35,595.2254,4379.746
-45,665.1376,4694.584
