Depth[m],Vs[m/sec],Vp[m/sec]
-0,218.78174,825.606
-1,218.78174,825.606
-2,281.1372,923.4786
-3,342.452,992.5234
-4,363.1642,1055.9982
-5,386.1106,1122.6894
-6,419.633,1187.2326
-7,453.8916,1245.043
-8,479.3288,1309.0912
-9,501.1766,1404.6532
-10,519.6536,1535.1664
-11,534.4824,1712.6012
-12,550.266,1831.3014
-13,566.1294,1963.7836
-14,584.4982,2080.1688
-15,603.4982,2172.8796
-16,622.1872,2255.2232
-17,638.8154,2334.55
-18,658.962,2409.948
-19,673.6726,2483.456
-20,692.4372,2574.764
-21,708.7642,2675.33
-22,723.946600000001,2791.08
-23,748.733,2899.592
-24,774.0342,3023.288
-25,808.5898,3133.962
-26,835.2614,3259.486
-27,858.7082,3412.896
-28,885.7464,3550.782
-29,920.2094,3724.088
-30,952.419799999999,4020.944
-40,1026.7426,4431.726
