Depth[m],Vs[m/sec],Vp[m/sec]
-0,97.153,514.5778
-1,97.153,514.5778
-2,227.7746,1008.2958
-3,267.1074,1126.5774
-4,285.9836,1178.1888
-5,310.9086,1233.7092
-6,352.5954,1282.4434
-7,419.8284,1324.1738
-8,481.9198,1377.1498
-9,510.575,1439.9224
-10,536.2032,1493.798
-11,553.5022,1550.7538
-12,565.5998,1642.466
-13,577.8578,1826.8024
-14,588.5104,2210.5928
-15,596.4602,2408.482
-16,605.6304,2581.572
-17,612.0066,2688.884
-18,619.8384,2815.108
-19,629.847,2925.458
-20,640.6398,3038.834
-21,649.0188,3155.042
-22,661.3416,3263.562
-23,675.0552,3338.856
-24,690.9106,3432.58
-25,704.4472,3534.398
-26,722.475,3676.536
-27,746.9252,3850.756
-28,778.4796,4089.476
-29,805.9032,4373.12
-30,842.0188,5047.188
-40,908.8254,5605.024
