Depth[m],Vs[m/sec],Vp[m/sec]
-0,343.8592,606.251
-1,343.8592,606.251
-2,353.6204,653.4716
-3,362.1168,689.5946
-4,370.0802,721.934
-5,384.8096,780.711
-6,406.4902,836.9638
-7,429.0438,888.3706
-8,448.7288,936.7328
-9,461.5436,993.0368
-10,472.4478,1040.5572
-11,481.028,1088.9892
-12,488.8964,1131.447
-13,498.104,1175.5064
-14,506.2652,1216.4958
-15,514.056,1266.5434
-16,521.049,1333.6678
-17,528.6862,1411.5772
-18,536.3088,1497.4888
-19,542.3068,1606.702
-20,549.4766,1715.0766
-21,557.2566,1819.6082
-22,567.613,1889.7686
-23,577.4316,1961.8304
-24,587.066,2051.5726
-25,596.4094,2149.1952
-26,609.2056,2263.9514
-27,622.398,2406.461
-28,635.944,2561.298
-29,652.5532,2721.058
-30,669.6662,2988.632
-35,688.91,3287.008
-40,724.3766,3631.994
-50,775.3644,5219.032
