Depth[m],Vs[m/sec],Vp[m/sec]
-0,97.9899,211.77136
-1,97.9899,211.77136
-2,127.73362,246.2116
-3,132.02816,284.269
-4,137.10112,324.32
-5,144.5293,365.3578
-6,153.23088,398.124
-7,165.09356,438.2016
-8,182.88784,490.4476
-9,205.3572,617.4712
-10,219.97998,685.653
-11,234.2558,742.481
-12,247.8902,790.5624
-13,257.1944,845.5626
-14,264.867,893.1122
-15,273.544,954.5578
-16,280.2434,1016.5758
-17,286.9194,1070.2792
-18,294.3098,1104.0656
-19,300.9162,1142.5608
-20,307.3244,1185.0958
-21,312.1122,1227.825
-22,318.4328,1264.7688
-23,323.672,1310.1022
-24,329.7664,1352.387
-25,335.6392,1391.9158
-26,341.9102,1445.9452
-27,350.6204,1507.8852
-28,358.2136,1586.6136
-29,365.6548,1667.2656
-30,373.9746,1757.6258
-35,380.8308,1872.5778
-40,390.6664,2188.3658
-45,401.5856,2341.862
-50,415.0384,2444.11
-55,429.3162,2519.3
-60,448.1272,2650.578
-65,469.8526,2764.978
-70,494.3896,2931.828
-80,539.6718,3251.364
