Depth[m],Vs[m/sec],Vp[m/sec]
-0,111.87986,263.5148
-1,111.87986,263.5148
-2,144.506,320.0282
-3,188.08914,436.7006
-4,222.2454,464.7924
-5,234.0404,486.708
-6,239.2366,513.1846
-7,244.0404,539.1306
-8,247.0028,569.746
-9,249.9758,603.6426
-10,252.1672,653.3818
-11,253.9412,698.292
-12,255.3742,754.5234
-13,256.7992,809.9698
-14,258.6796,876.0312
-15,260.017,970.1254
-16,261.9106,1130.6234
-17,263.7022,1223.9626
-18,265.326,1288.6166
-19,267.9972,1340.4878
-20,270.218,1399.8602
-21,273.021,1461.7392
-22,275.3768,1522.5464
-23,278.4322,1591.0342
-24,281.1896,1661.0278
-25,285.8156,1738.8208
-26,288.9608,1820.1196
-27,294.026,1889.6452
-28,300.3778,1958.9246
-29,306.4754,2028.9972
-30,318.4448,2107.4482
-35,328.6388,2208.9932
-40,340.6774,2446.408
-45,361.6184,2558.156
-50,392.3922,2633.27
-55,424.587,2704.604
-60,454.9414,2774.424
-65,486.6368,2851.212
-70,516.3142,2931.266
-75,546.1702,3019.362
-80,581.2272,3158.472
-85,643.5852,3376.68
-95,720.2364,4102.074
