Depth[m],Vs[m/sec],Vp[m/sec]
-0,356.6046,848.724
-1,356.6046,848.724
-2,445.1648,956.3214
-3,619.4778,1078.8058
-4,641.3364,1222.3328
-5,659.8456,1335.0188
-6,680.7756,1426.1496
-7,711.7408,1506.6798
-8,768.2584,1621.0664
-9,840.4398,1807.8568
-10,904.3314,1915.6672
-11,970.3602,1993.6846
-12,1021.295,2057.8448
-13,1061.4158,2128.757
-14,1090.837,2194.3884
-15,1125.9062,2272.8328
-16,1159.1666,2352.204
-17,1192.9314,2457.258
-18,1238.1574,2576.344
-19,1293.0026,2698.636
-20,1362.1076,2823.908
-21,1420.4952,2943.23
-22,1477.4856,3095.248
-23,1535.5426,3217.82
-24,1596.8114,3357.788
-25,1661.6992,3474.856
-26,1721.3776,3587.54
-27,1791.8328,3712.75
-28,1864.5148,3867.496
-29,1959.1384,4007.306
-30,2099.5896,4254.08
-35,2297.3236,4584.338
-40,2470.184,5019.282
-50,2959.368,5459.126
