Depth[m],Vs[m/sec],Vp[m/sec]
-0,473.723,956.157
-1,473.723,956.157
-2,496.7874,1099.6342
-3,615.1718,1166.1718
-4,681.623,1218.8068
-5,725.6552,1268.9754
-6,755.8524,1311.4566
-7,779.0698,1350.8162
-8,798.603,1393.2566
-9,816.7402,1433.3804
-10,831.3766,1475.8382
-11,845.091,1514.4596
-12,856.9838,1555.7466
-13,870.4654,1598.0462
-14,879.0856,1645.7228
-15,886.9038,1697.2836
-16,895.5244,1763.1702
-17,905.2376,1842.872
-18,912.804,1915.8784
-19,921.0686,1999.2654
-20,928.8476,2070.988
-21,938.8326,2141.4482
-22,948.1916,2218.459
-23,958.7384,2291.1904
-24,971.1612,2375.6722
-25,984.014,2476.184
-26,995.5454,2609.278
-27,1010.61,2808.88
-28,1025.599,3007.066
-29,1041.2988,3200.93
-30,1063.5548,3399.23
-35,1091.6978,3566.446
-40,1120.6606,3765.862
-50,1201.4782,4613.282
