Depth[m],Vs[m/sec],Vp[m/sec]
-0,121.45704,247.6068
-1,121.45704,247.6068
-2,148.84892,338.054
-3,182.33496,357.9798
-4,218.48912,373.799
-5,224.415,387.1848
-6,228.7944,398.641
-7,232.4066,409.5718
-8,234.5832,421.0252
-9,237.1734,436.2708
-10,240.4262,452.135
-11,243.2682,468.127
-12,246.8872,490.7412
-13,251.206,515.4886
-14,257.2744,557.4772
-15,264.0586,590.45
-16,270.5406,641.3648
-17,277.34,681.538
-18,285.112,729.2272
-19,291.9774,777.6682
-20,299.3684,822.6406
-21,306.141,850.452
-22,312.8568,885.3502
-23,320.5702,917.5356
-24,327.32,967.403
-25,335.2664,1008.4912
-26,343.9502,1043.172
-27,350.8458,1097.9336
-28,359.5378,1158.9226
-29,367.9544,1219.927
-30,379.105,1270.1856
-35,390.164,1319.8612
-40,400.6696,1367.0096
-45,410.813,1441.0764
-50,427.1662,1519.7682
-55,445.2682,1600.5538
-60,459.6446,1686.9356
-65,475.362,1790.0938
-70,495.0014,1926.975
-75,515.681,2113.1494
-80,536.8466,2547.014
-85,562.082,2672.444
-90,587.0488,2801.816
-95,622.5642,2912.45
-100,658.366,3100.256
-110,714.4874,3390.56
