Depth[m],Vs[m/sec],Vp[m/sec]
-0,181.50974,427.4974
-1,181.50974,427.4974
-2,257.429,459.8174
-3,262.3804,485.1506
-4,267.301,522.2918
-5,274.0932,580.6474
-6,283.4354,651.6426
-7,303.8114,721.9114
-8,328.521,792.3738
-9,347.9842,866.5908
-10,367.7856,972.9786
-11,379.1914,1049.7072
-12,392.754,1149.1902
-13,402.0412,1278.909
-14,413.6716,1396.6046
-15,422.2364,1571.9124
-16,432.3376,1716.0238
-17,440.4066,1799.6008
-18,449.719,1879.8144
-19,457.8526,1984.3524
-20,466.4864,2066.6744
-21,477.3722,2130.7078
-22,485.5164,2217.8972
-23,495.4736,2307.288
-24,507.329,2426.204
-25,517.671,2561.144
-26,527.753,2711.72
-27,540.2478,2844.392
-28,552.4014,3004.714
-29,565.316,3146.38
-30,586.1806,3314.492
-35,616.7644,3550.77
-45,673.9794,4203.284
