Depth[m],Vs[m/sec],Vp[m/sec]
-0,127.21504,235.1212
-1,127.21504,235.1212
-2,178.75378,401.701
-3,210.47266,462.0456
-4,230.8468,531.7862
-5,245.9204,752.4564
-6,265.0904,863.5534
-7,280.9392,1157.0088
-8,295.996,1241.4226
-9,305.183,1312.6478
-10,312.167,1398.3598
-11,317.9902,1525.5966
-12,322.0672,1629.6636
-13,325.4344,1708.2238
-14,330.9436,1779.614
-15,333.9058,1868.4074
-16,336.5738,1959.6008
-17,338.4788,2056.372
-18,341.0818,2140.4434
-19,344.8104,2252.27
-20,348.1748,2397.994
-21,351.306,2564.712
-22,354.0128,2697.952
-23,356.7178,2803.776
-24,359.6406,2883.69
-25,362.22,2984.144
-26,364.8796,3083.872
-27,367.783,3178.25
-28,370.6428,3262.366
-29,374.1446,3361.676
-30,377.765,3472.962
-35,383.41,3594.34
-40,389.2872,3724.276
-45,400.303,3900.794
-55,420.0548,4169.648
