Depth[m],Vs[m/sec],Vp[m/sec]
-0,197.14162,393.2888
-1,197.14162,393.2888
-2,198.6687,409.9588
-3,199.30464,746.2676
-4,200.0115,784.302000000001
-5,200.9615,823.1126
-6,201.8046,921.2532
-7,203.18896,1011.571
-8,204.36274,1057.5468
-9,205.3764,1090.3756
-10,207.0066,1118.6172
-11,208.58156,1148.6046
-12,210.4018,1180.4096
-13,212.3548,1229.2966
-14,213.6264,1276.2738
-15,215.5364,1319.9188
-16,217.6234,1385.4384
-17,221.9892,1470.7934
-18,224.7904,1617.2162
-19,229.9344,1693.764
-20,236.3432,1762.3962
-21,241.3342,1810.763
-22,247.2234,1845.9684
-23,253.3614,1878.2468
-24,262.2922,1920.228
-25,274.778,1964.855
-26,286.5306,2024.9834
-27,298.605,2111.0884
-28,311.1166,2211.6536
-29,320.2586,2316.158
-30,331.7512,2386.73
-35,342.5554,2468.01
-40,354.4868,2521.61
-45,366.1804,2606.274
-50,377.2816,2680.204
-55,387.5116,2749.34
-60,402.8424,2873.606
-65,414.966,2964.966
-70,436.0974,3091.666
-75,460.3646,3302.308
-80,492.172,3589.312
-90,542.717,3863.148
