Depth[m],Vs[m/sec],Vp[m/sec]
-0,146.714,338.98
-1,146.714,338.98
-2,165.078,405.81
-3,202.52,462.27
-4,208.99,491.96
-5,216.3,517.68
-6,251.91,535.15
-7,315.9,551.57
-8,334.47,563.54
-9,344.78,577.38
-10,352.23,587.01
-11,358.08,597.19
-12,363.85,608.13
-13,369.66,616.96
-14,375.61,626.14
-15,380.08,635.6
-16,384.4,648.21
-17,389.58,660.63
-18,392.95,674.2
-19,396.27,685.01
-20,399.13,700.9
-21,403.52,715.86
-22,406.66,734.93
-23,410.28,762.3
-24,413.9,804.7
-25,417.39,871.48
-26,421.09,954.38
-27,425.16,1001.82
-28,429.59,1075.72
-29,433.25,1525.29
-30,437.51,1616.18
-35,443.05,1700.8
-40,449.78,1806
-45,459.11,2083.03
-50,470.71,2384.08
-55,486.52,2558.74
-60,620.35,2627.3
-65,671.3,2707.07
-70,754.82,2807.73
-75,852.49,2898.39
-80,1007.57,3018.07
-90,1754.62,3866
