Depth[m],Vs[m/sec],Vp[m/sec]
-0,199.84962,373.4728
-1,199.84962,373.4728
-2,228.911,483.4692
-3,252.442,546.1654
-4,280.3884,611.0248
-5,291.4052,690.3012
-6,296.3132,752.3202
-7,300.722,811.0184
-8,304.5066,859.1766
-9,307.254,905.8434
-10,309.8496,984.4674
-11,312.3752,1069.9564
-12,314.6438,1205.1628
-13,317.053,1493.7316
-14,319.5326,1658.4852
-15,322.488,1746.5482
-16,325.0578,1840.6482
-17,327.1272,1925.25
-18,329.8092,2016.8554
-19,332.6666,2109.7244
-20,337.0274,2243.7424
-21,340.89,2401.41
-22,344.1414,2559.674
-23,350.0922,2729.502
-24,355.2476,2867.136
-25,360.212,2964.828
-26,366.095,3072.364
-27,374.229,3210.594
-28,383.2912,3319.466
-29,399.1302,3443.314
-30,418.859,3591.344
-40,457.7622,3874.422
