Depth[m],Vs[m/sec],Vp[m/sec]
-0,180.34952,428.9178
-1,180.34952,428.9178
-2,239.715,483.3178
-3,254.5148,529.8454
-4,273.1434,569.3578
-5,304.5206,611.6462
-6,336.207,654.2754
-7,364.1242,713.2148
-8,394.1642,814.0002
-9,411.8312,1117.3868
-10,429.366,1274.3184
-11,448.6648,1434.6026
-12,462.456,1549.4752
-13,479.1718,1644.5858
-14,497.1806,1737.9122
-15,511.3734,1846.2776
-16,527.2734,1938.8838
-17,546.7222,2035.4004
-18,561.7812,2112.277
-19,574.7524,2212.5884
-20,589.3016,2324.0744
-21,603.3978,2455.484
-22,619.7086,2555.82
-23,640.6066,2685.23
-24,658.0688,2830.074
-25,685.1928,2981.39
-26,711.0786,3112.86
-27,732.4934,3221.964
-28,758.0274,3346.616
-29,782.2266,3501.934
-30,813.3844,3698.16
-35,850.7782,3965.248
-45,927.9646,4585.222
