Depth[m],Vs[m/sec],Vp[m/sec]
-0,170.7441,903.8442
-1,170.7441,903.8442
-2,208.3941,1019.3302
-3,273.7188,1072.1
-4,335.454,1111.355
-5,382.8302,1144.022
-6,418.7098,1184.105
-7,448.4954,1230.6162
-8,463.826,1288.1624
-9,480.2062,1354.0066
-10,494.9892,1433.0664
-11,507.838,1528.9824
-12,518.1108,1759.3512
-13,534.5198,1995.289
-14,551.64,2238.928
-15,571.2476,2523.094
-16,604.3704,2710.866
-17,661.0836,2857.14
-18,841.0286,3012.69
-19,959.3492,3172.268
-20,1032.4794,3320.7
-21,1105.752,3434.612
-22,1177.394,3536.512
-23,1257.3608,3630.302
-24,1327.9328,3724.828
-25,1398.8014,3837.672
-26,1488.4748,3949.17
-27,1611.1918,4061.046
-28,1720.5808,4210.028
-29,1824.9826,4353.84
-30,1921.2312,4651.726
-40,2102.3084,5085.244
