Depth[m],Vs[m/sec],Vp[m/sec]
-0,231.8824,458.3614
-1,231.8824,458.3614
-2,236.618,529.3744
-3,239.9126,997.216
-4,244.3158,1088.4354
-5,247.956,1156.8554
-6,253.2336,1216.3034
-7,258.7246,1287.8346
-8,264.1634,1436.2248
-9,271.999,1552.4548
-10,282.21,1617.405
-11,290.9972,1689.0034
-12,300.855,1757.6528
-13,307.765,1817.209
-14,315.4564,1870.3894
-15,325.5248,1937.9342
-16,332.5046,2009.074
-17,339.4552,2109.6694
-18,345.6794,2213.1434
-19,352.6756,2417.128
-20,357.167,2758.218
-21,362.344,2891.26
-22,367.299,2966.596
-23,372.3068,3050.526
-24,377.6326,3131.406
-25,384.614,3219.792
-26,392.3638,3315.186
-27,398.497,3434.254
-28,406.4808,3555.006
-29,416.8286,3718.434
-30,428.0662,3877.542
-35,443.4416,4039.122
-45,478.2562,4324.036
