Depth[m],Vs[m/sec],Vp[m/sec]
-0,175.77516,453.0112
-1,175.77516,453.0112
-2,258.987,498.8568
-3,280.318,531.9072
-4,302.5734,589.297
-5,334.3148,655.3842
-6,369.1838,716.6132
-7,404.9174,759.3046
-8,436.0064,814.9702
-9,464.1996,862.4666
-10,491.6958,922.3526
-11,514.133,992.7008
-12,528.7984,1096.7684
-13,543.904,1233.6692
-14,559.6124,1362.5074
-15,571.988,1506.5364
-16,585.5272,1648.209
-17,595.5846,1768.2586
-18,605.5332,1916.9882
-19,614.9454,2078.6922
-20,627.0036,2259.3934
-21,636.9008,2460.664
-22,648.2888,2616.714
-23,658.3566,2765.482
-24,670.1764,2919.89
-25,682.0912,3075.452
-26,691.9382,3205.842
-27,704.5758,3317.126
-28,718.5386,3432.13
-29,732.5764,3542.772
-30,752.1106,3706.746
-35,773.8374,3985.678
-45,814.5002,4497.52
