Depth[m],Vs[m/sec],Vp[m/sec]
-0,107.20704,514.8278
-1,107.20704,514.8278
-2,152.70096,577.3962
-3,226.814,668.1886
-4,240.4732,895.0414
-5,255.7334,975.4806
-6,270.2454,1034.592
-7,289.7146,1106.9124
-8,306.0892,1169.408
-9,326.2222,1261.8478
-10,345.0424,1368.7932
-11,362.3178,1500.3502
-12,377.8688,1605.5306
-13,392.6488,1736.497
-14,415.4778,1850.3976
-15,441.4808,1943.4764
-16,461.3804,2028.6404
-17,483.5858,2118.716
-18,508.9938,2228.7176
-19,531.8408,2354.256
-20,555.888,2663.684
-21,580.7264,2836.248
-22,609.6982,2954.924
-23,643.4126,3083.184
-24,677.4006,3209.58
-25,719.145,3317.062
-26,757.6362,3428.462
-27,797.5104,3514.904
-28,846.2538,3630.374
-29,895.424,3750.162
-30,959.6894,3889.5
-35,1031.35,4140.022
-45,1166.5846,4585.666
