Depth[m],Vs[m/sec],Vp[m/sec]
-0,134.12104,282.2004
-1,134.12104,282.2004
-2,174.32178,319.8472
-3,186.27522,358.6748
-4,199.56202,388.3218
-5,210.17976,419.097
-6,218.45698,465.2318
-7,225.2884,510.2676
-8,231.98,562.34
-9,236.2582,627.956
-10,242.0516,739.6152
-11,246.817,1149.8448
-12,249.554,1686.2062
-13,253.3096,1827.6646
-14,257.2362,1916.484
-15,259.9716,1985.398
-16,264.3894,2061.895
-17,267.6044,2133.1762
-18,272.3422,2194.8776
-19,276.3036,2259.064
-20,281.6448,2326.814
-21,287.596,2409.064
-22,295.2826,2490.74
-23,304.7664,2562.83
-24,310.9378,2681.662
-25,319.4318,2809.058
-26,329.6304,3019.146
-27,339.6206,3363.142
-28,348.9872,3593.132
-29,362.6372,3841.476
-30,384.1202,4194.986
-35,409.2882,4421.712
-45,460.895,4673.016
