Depth[m],Vs[m/sec],Vp[m/sec]
-0,146.27098,290.9466
-1,146.27098,290.9466
-2,187.65994,789.3022
-3,210.42722,855.8888
-4,228.48856,970.2766
-5,250.6644,1065.733
-6,272.1286,1141.6096
-7,298.3214,1225.5362
-8,319.6344,1319.204
-9,336.6672,1505.0366
-10,345.4388,1655.2658
-11,353.739,1808.9094
-12,359.6386,1937.7348
-13,366.2762,2061.7324
-14,371.3868,2150.9422
-15,376.6154,2273.544
-16,381.9264,2430.214
-17,389.7024,2628.816
-18,393.9034,3007.084
-19,399.69,3179.24
-20,406.0482,3329.53
-21,414.4858,3512.222
-22,421.6068,3721.734
-23,430.8504,3863.16
-24,440.1062,3947.248
-25,452.2066,4048.156
-26,465.2716,4139.428
-27,479.221,4251.838
-28,499.7808,4377.108
-29,523.76,4527.128
-30,558.9878,4680.856
-40,610.556,4928.41
