Depth[m],Vs[m/sec],Vp[m/sec]
-0,258.644,441.1302
-1,258.644,441.1302
-2,300.7454,511.95
-3,414.3196,711.0168
-4,463.0554,806.0436
-5,492.5342,936.5904
-6,514.8864,1057.5316
-7,542.8418,1204.6538
-8,576.13,1430.1908
-9,635.9344,1593.0732
-10,715.8034,1778.9994
-11,815.8452,1950.5776
-12,881.1678,2076.1662
-13,934.9532,2193.164
-14,989.9382,2326.1816
-15,1041.9834,2444.53
-16,1106.9348,2559.794
-17,1164.2232,2684.224
-18,1231.6808,2779.08
-19,1282.1716,2882.622
-20,1346.7202,3000.182
-21,1410.527,3120.502
-22,1470.0258,3227.744
-23,1524.1358,3320.064
-24,1599.1728,3429.016
-25,1692.5658,3550.542
-26,1773.719,3680.402
-27,1860.3406,3848.69
-28,1958.4554,4078.166
-29,2054.798,4291.918
-30,2190.1866,4556.538
-35,2346.7726,4835.352
-45,2550.978,5359.37
