Depth[m],Vs[m/sec],Vp[m/sec]
-0,142.60432,265.0124
-1,142.60432,265.0124
-2,195.74068,506.6576
-3,231.0512,677.7236
-4,288.9544,755.9954
-5,318.2584,813.9968
-6,338.0242,874.5488
-7,357.667,938.5358
-8,378.1844,989.9308
-9,393.1434,1050.2968
-10,409.2486,1139.609
-11,421.4752,1227.7498
-12,433.25,1350.2966
-13,446.447,1454.2118
-14,455.5918,1555.03
-15,466.5586,1628.7264
-16,477.5124,1721.4006
-17,484.8604,1817.3358
-18,493.2984,1928.7968
-19,502.7936,2018.4296
-20,510.9594,2114.5512
-21,521.072,2208.8426
-22,531.6962,2321.6446
-23,542.0484,2454.266
-24,553.8958,2640.248
-25,567.7696,2777.838
-26,585.3886,2923.69
-27,600.5842,3090.258
-28,614.8508,3383.034
-29,630.9854,3733.804
-30,654.4792,3968.94
-35,686.4266,4196.992
-45,739.2298,4632.274
