Depth[m],Vs[m/sec],Vp[m/sec]
-0,238.5974,446.6966
-1,238.5974,446.6966
-2,276.2948,461.5544
-3,281.3068,471.603
-4,284.6724,482.4634
-5,289.4654,493.3034
-6,294.6914,507.0354
-7,300.7772,521.5062
-8,307.409,543.3252
-9,314.4738,565.7988
-10,323.2156,594.9254
-11,330.0078,624.5098
-12,336.8224,649.8674
-13,343.1976,674.3644
-14,349.0812,703.2296
-15,354.0252,736.1474
-16,359.976,776.6054
-17,364.024,821.7968
-18,369.997,874.0004
-19,375.658,927.462
-20,383.6034,971.644199999999
-21,390.6098,1021.3914
-22,396.969,1074.7326
-23,404.42,1118.873
-24,413.9012,1162.5248
-25,428.1768,1206.285
-26,445.9108,1251.9478
-27,478.7256,1289.745
-28,531.535,1327.2752
-29,585.3338,1365.1696
-30,644.4312,1400.6838
-35,708.0994,1434.5886
-40,788.618399999999,1471.0888
-45,868.1552,1515.5742
-50,904.9304,1569.7344
-55,939.4284,1624.2328
-60,972.547,1685.5308
-65,1009.8904,1742.1158
-70,1035.3758,1801.9754
-75,1063.3738,1882.2828
-80,1094.16,2033.4236
-85,1116.6416,2234.9396
-90,1145.074,2438.2824
-95,1174.5134,2656.05
-100,1221.6668,2944.282
-110,1276.8154,5063.336
