Depth[m],Vs[m/sec],Vp[m/sec]
-0,252.8194,442.1826
-1,252.8194,442.1826
-2,263.5592,473.878
-3,277.025,511.7604
-4,299.744,559.072
-5,318.4784,608.2192
-6,337.1846,674.0698
-7,357.64,735.2588
-8,377.7314,810.5762
-9,403.8646,943.9312
-10,430.5898,1028.5564
-11,452.2846,1133.2332
-12,473.0808,1232.438
-13,491.4958,1395.046
-14,502.6974,1516.9874
-15,511.1036,1632.0626
-16,518.5504,1761.4316
-17,527.2246,1845.8368
-18,534.3628,1909.0198
-19,539.1188,1955.8164
-20,543.1644,1999.4348
-21,548.1978,2039.1554
-22,552.1034,2081.8412
-23,556.537,2130.7876
-24,561.903,2191.2154
-25,565.5934,2244.788
-26,572.4876,2336.018
-27,578.1412,2438.4
-28,583.782,2538.85
-29,588.1742,2665.826
-30,592.8118,2780.376
-35,600.5208,2904.276
-40,609.1498,3023.208
-45,620.5474,3175.438
-50,637.184,3359.53
-55,656.876,3601.664
-65,696.8398,3934.528
