Depth[m],Vs[m/sec],Vp[m/sec]
-0,93.12616,269.64794
-1,93.12616,269.64794
-2,177.19932,356.6606
-3,199.45434,441.917
-4,218.94274,523.654
-5,237.1372,595.467
-6,258.102,761.8918
-7,274.6668,906.875
-8,283.3136,1271.9894
-9,290.1188,1451.1306
-10,297.1716,1909.3312
-11,302.1362,2168.727
-12,306.907,2247.796
-13,311.005,2348.366
-14,314.5642,2418.868
-15,318.8378,2479.982
-16,322.354,2534.634
-17,325.7466,2598.49
-18,329.6816,2670.676
-19,332.9986,2748.328
-20,335.93,2810.154
-21,341.514,2867.974
-22,346.6932,2917.326
-23,351.7444,2970.88
-24,357.8944,3045.326
-25,364.165,3106.414
-26,370.4086,3173.846
-27,379.5346,3259.342
-28,392.5238,3394.17
-29,406.409,3534.672
-30,418.777,4023.098
-35,436.2914,4767.05
-45,471.123,5302.864
