Depth[m],Vs[m/sec],Vp[m/sec]
-0,139.63902,312.2168
-1,139.63902,312.2168
-2,190.80666,364.2608
-3,226.53308,438.8744
-4,268.7156,486.4256
-5,294.4708,527.1868
-6,306.731,561.8582
-7,315.9624,607.4136
-8,322.0418,657.2398
-9,327.9958,740.317
-10,335.252,810.567
-11,341.1992,969.8084
-12,347.4616,1047.0446
-13,353.2674,1118.6406
-14,356.7648,1171.5422
-15,361.3038,1213.9312
-16,366.9444,1251.8786
-17,371.7902,1287.717
-18,378.2232,1323.421
-19,384.087,1361.741
-20,390.159,1397.9636
-21,395.7096,1439.8906
-22,401.3236,1477.414
-23,407.5936,1512.8656
-24,413.5258,1560.0814
-25,420.9764,1601.6526
-26,426.864,1640.5944
-27,432.137,1676.4744
-28,440.265,1713.4692
-29,445.1556,1747.1392
-30,450.4314,1777.858
-35,458.662,1824.7598
-40,467.745,1857.3528
-45,474.697,1912.7028
-50,487.4324,1972.03
-55,498.7276,2056.1292
-60,512.6916,2159.096
-65,528.7926,2309.3488
-70,552.5576,2583.514
-75,581.8598,2867.864
-85,630.456,3159.128
