Depth[m],Vs[m/sec],Vp[m/sec]
-0,176.99108,982.9678
-1,176.99108,982.9678
-2,551.7178,1393.1874
-3,749.8148,1726.6822
-4,876.0716,1778.8406
-5,994.498,1831.7846
-6,1034.7624,1891.3492
-7,1065.4666,1975.9116
-8,1102.0658,2065.093
-9,1131.634,2134.9088
-10,1167.0012,2190.13
-11,1201.4528,2253
-12,1229.9816,2303.57
-13,1267.0392,2354.146
-14,1305.5198,2406.422
-15,1354.1646,2460.028
-16,1413.2656,2527.434
-17,1461.5632,2584.444
-18,1493.7712,2652.434
-19,1530.1724,2727.436
-20,1570.6524,2811.784
-21,1602.4184,2909.008
-22,1644.6594,3006.358
-23,1692.174,3100.722
-24,1744.496,3206.926
-25,1784.9348,3319.314
-26,1827.8024,3471.478
-27,1871.5072,3633.598
-28,1904.8842,3847.716
-29,1942.2878,4058.76
-30,1982.2834,4368.286
-35,2042.8852,5439.17
-40,2152.871,5893.808
-50,2692.672,6527.868
