Depth[m],Vs[m/sec],Vp[m/sec]
-0,238.8712,398.6826
-1,238.8712,398.6826
-2,297.91,491.06
-3,322.657,531.5662
-4,348.8136,578.446
-5,386.991,646.5206
-6,425.7406,731.3142
-7,468.302,999.7966
-8,495.3122,1228.8394
-9,523.2114,1427.8228
-10,560.3096,1651.4092
-11,613.9664,1767.7286
-12,664.4154,1842.704
-13,701.335,1941.4956
-14,738.578,2024.4988
-15,773.5132,2220.9516
-16,827.3226,2374.65
-17,881.3406,2438.888
-18,925.8698,2517.13
-19,992.186,2584.25
-20,1067.2236,2675.81
-21,1126.0052,2751.486
-22,1180.9302,2835.578
-23,1230.6178,2904.46
-24,1282.4724,2980.708
-25,1353.4862,3054.38
-26,1446.3438,3129.43
-27,1520.7414,3198.23
-28,1597.615,3300.12
-29,1670.1074,3394.022
-30,1732.1614,3481.152
-35,1782.412,3594.22
-40,1846.4434,3676.75
-45,1903.974,3784.962
-50,1977.2244,3910.93
-55,2050.0708,4051.488
-60,2297.962,4256.48
-65,2542.222,4664.208
-75,2883.832,5639.096
