Depth[m],Vs[m/sec],Vp[m/sec]
-0,288.1024,531.9682
-1,288.1024,531.9682
-2,317.6646,560.672
-3,334.112,585.0624
-4,346.1782,611.54
-5,357.4624,635.3138
-6,367.9946,670.3708
-7,383.5238,701.0556
-8,397.5388,740.2322
-9,409.2536,772.633
-10,417.1156,812.3826
-11,424.127,845.0584
-12,430.7838,896.7092
-13,435.5012,973.626
-14,439.2424,1136.6472
-15,444.6852,1615.1632
-16,448.7308,1704.0376
-17,452.1354,1762.7508
-18,455.835,1814.7074
-19,459.033,1862.154
-20,462.9322,1910.3924
-21,466.649,1953.4114
-22,470.683,2009.5222
-23,474.333,2082.4632
-24,477.904,2156.5766
-25,482.108,2233.044
-26,485.8792,2355.848
-27,489.481,2475.356
-28,494.7556,2585.274
-29,500.4468,2682.27
-30,504.9774,2809.528
-35,510.9394,2902.896
-40,518.5814,3017.856
-45,526.6632,3187.728
-50,542.2696,3376.874
-55,556.1602,3729.184
-60,579.7024,4248.066
-65,609.6742,4612.952
-75,670.0772,4962.622
