Depth[m],Vs[m/sec],Vp[m/sec]
-0,285.7526,533.5064
-1,285.7526,533.5064
-2,309.1994,576.0798
-3,323.3514,600.785
-4,340.153,631.1546
-5,362.9484,665.7306
-6,382.7998,708.3156
-7,393.7826,739.7704
-8,401.828,809.1146
-9,408.272,887.1594
-10,413.1636,987.625
-11,418.2518,1103.6122
-12,422.656,1220.7942
-13,427.3026,1324.3932
-14,432.2248,1445.246
-15,435.7744,1618.6316
-16,440.4182,2020.1382
-17,444.5514,2232.4548
-18,448.2694,2354.366
-19,454.9588,2441.796
-20,458.9122,2536.312
-21,467.9396,2611.536
-22,476.9876,2705.242
-23,487.5846,2808.784
-24,498.3774,2939.406
-25,511.3866,3088.37
-26,528.774,3313.046
-27,544.2688,3542.868
-28,562.6274,3790.284
-29,584.0024,4251.134
-30,616.0762,4622.46
-40,674.102,7562.144
