Depth[m],Vs[m/sec],Vp[m/sec]
-0,185.97638,351.3436
-1,185.97638,351.3436
-2,188.46836,378.2358
-3,191.35492,398.9636
-4,194.52188,421.2686
-5,203.03222,439.6628
-6,230.86696,463.1842
-7,254.012,493.5008
-8,267.1888,524.901
-9,277.7486,554.8964
-10,285.2922,604.6764
-11,292.1078,653.3658
-12,298.2002,710.2772
-13,304.575,780.4516
-14,309.0702,851.9402
-15,313.5296,917.138
-16,318.1934,1014.67
-17,321.8874,1183.795
-18,326.3632,1306.2784
-19,328.8658,1408.6884
-20,332.2722,1493.8696
-21,336.2864,1566.2704
-22,339.7538,1626.247
-23,342.597,1693.6232
-24,346.506,1754.3948
-25,350.7276,1821.8102
-26,355.4102,1891.9916
-27,360.0074,1957.463
-28,365.345,2012.182
-29,369.5984,2066.1126
-30,375.0762,2129.9988
-35,381.1936,2214.776
-40,389.8408,2282.384
-45,400.5602,2340.54
-50,410.9048,2416.82
-55,429.0592,2509.374
-60,447.45,2611.616
-65,472.9082,2737.956
-70,499.3084,2837.52
-75,524.0422,3001.344
-80,564.0414,3326.016
-90,641.147,4157.084
