Depth[m],Vs[m/sec],Vp[m/sec]
-0,157.82564,421.1834
-1,157.82564,421.1834
-2,196.92186,447.926
-3,234.744,468.0726
-4,245.0796,497.5148
-5,251.8212,526.1978
-6,258.9396,565.7612
-7,263.3028,633.202
-8,268.3582,736.6762
-9,273.896,934.1602
-10,278.5678,1077.8334
-11,283.31,1324.6666
-12,288.8804,1494.1472
-13,294.3224,1828.6922
-14,299.138,1929.1542
-15,303.38,2028.774
-16,307.6922,2103.4866
-17,312.5628,2187.758
-18,316.5444,2258.216
-19,320.8146,2335.144
-20,324.5358,2414.514
-21,330.722,2504.796
-22,335.9872,2616.32
-23,341.8668,2711.672
-24,346.8462,2776.92
-25,351.967,2838.416
-26,357.096,2893.648
-27,362.5798,2946.562
-28,368.1776,2997.186
-29,375.0048,3045.546
-30,380.2822,3102.546
-35,387.8328,3155.708
-40,394.2102,3208.472
-45,401.0968,3280.38
-50,410.1008,3368.792
-55,422.6418,3470.48
-60,437.2346,3634.852
-65,453.7998,3831.644
-75,488.2764,4123.648
