Depth[m],Vs[m/sec],Vp[m/sec]
-0,164.4277,484.2544
-1,164.4277,484.2544
-2,271.6382,606.6854
-3,310.1002,722.1278
-4,388.472,794.552
-5,425.8086,869.4472
-6,443.562,964.7444
-7,453.998,1048.294
-8,462.3686,1129.4734
-9,468.7052,1203.4636
-10,475.3368,1277.3834
-11,481.675,1368.9906
-12,487.3456,1467.2812
-13,493.4732,1557.9392
-14,498.0958,1655.3444
-15,502.6428,1730.3032
-16,508.9174,1800.77
-17,515.4252,1881.2108
-18,521.027,1972.0242
-19,526.7016,2045
-20,535.0262,2124.0356
-21,545.3482,2225.1728
-22,551.637,2329.842
-23,559.4662,2440.55
-24,573.524,2593.172
-25,584.8384,2705.176
-26,602.972,2835.98
-27,620.8438,2993.652
-28,649.4606,3123.9
-29,680.8586,3282.984
-30,716.8866,3466.712
-35,771.2218,3784.558
-45,892.6618,4441.712
