Depth[m],Vs[m/sec],Vp[m/sec]
-0,236.6502,524.8398
-1,236.6502,524.8398
-2,261.8518,612.5908
-3,277.8104,818.1748
-4,294.6402,1095.7342
-5,312.8858,1522.991
-6,334.2386,1589.9338
-7,352.491,1635.2818
-8,367.9696,1692.1616
-9,378.927,1734.9786
-10,393.3952,1785.796
-11,404.2824,1835.2062
-12,414.156,1904.1798
-13,422.8442,1951.3244
-14,433.8542,1996.242
-15,441.3376,2045.9026
-16,450.088,2104.133
-17,458.4996,2166.344
-18,467.4252,2246.5424
-19,475.7554,2354.762
-20,483.9862,2458.444
-21,493.194,2562.176
-22,502.97,2685.126
-23,512.1324,2815.128
-24,523.158,2942.008
-25,533.732,3070.704
-26,544.296,3215.468
-27,557.3176,3358.052
-28,575.681,3491.284
-29,594.7276,3671.32
-30,619.2238,4022.232
-40,654.68,4968.456
