Depth[m],Vs[m/sec],Vp[m/sec]
-0,118.26286,236.30096
-1,118.26286,236.30096
-2,169.25564,534.961
-3,194.8227,627.752
-4,228.62678,938.3298
-5,258.6536,1011.0302
-6,297.1096,1067.2604
-7,336.123,1107.8692
-8,368.9246,1153.7498
-9,389.0766,1217.7788
-10,403.6194,1282.1162
-11,416.0248,1349.4414
-12,424.5406,1407.9334
-13,432.1764,1483.2604
-14,439.3564,1577.3304
-15,445.4476,1719.8116
-16,452.3584,1991.5284
-17,457.6518,2114.3644
-18,463.4654,2198.7646
-19,468.0832,2277.1794
-20,473.214,2339.282
-21,478.4082,2395.79
-22,482.7848,2452.38
-23,489.438,2515.534
-24,495.403,2578.746
-25,503.4936,2638.792
-26,507.676,2710.63
-27,514.337,2800.9
-28,519.8662,2908.95
-29,526.6204,3071.606
-30,538.6016,3262.754
-35,553.1442,3762.698
-45,572.4382,4281.302
