Depth[m],Vs[m/sec],Vp[m/sec]
-0,160.45274,692.5414
-1,160.45274,692.5414
-2,191.57222,806.697
-3,335.542,873.6276
-4,362.3864,926.4264
-5,387.1718,961.7214
-6,417.8422,1001.3246
-7,493.9326,1050.3054
-8,597.6762,1104.6166
-9,652.9194,1154.5764
-10,700.6362,1220.3492
-11,737.5764,1272.7942
-12,771.1532,1324.1566
-13,799.7898,1393.7096
-14,828.4306,1459.6316
-15,860.5502,1515.8578
-16,890.7878,1598.9672
-17,924.4474,1696.5126
-18,955.2856,1826.5794
-19,982.6464,1964.5434
-20,1013.657,2102.2082
-21,1042.1174,2331.4882
-22,1074.5974,2562.352
-23,1102.2156,2783.302
-24,1131.5132,3071.6
-25,1165.8608,3404.124
-35,1222.6618,3926.498
