Depth[m],Vs[m/sec],Vp[m/sec]
-0,187.93812,480.3494
-1,187.93812,480.3494
-2,204.1606,509.417
-3,223.4476,534.5842
-4,236.7822,572.3126
-5,248.0124,617.455
-6,255.0674,660.5034
-7,263.6442,711.4882
-8,268.5412,759.5526
-9,274.547,819.0302
-10,279.6688,865.1352
-11,285.5274,931.0526
-12,293.6456,1006.0118
-13,300.3702,1107.9708
-14,307.6024,1212.378
-15,316.9062,1322.0952
-16,324.1002,1419.703
-17,332.1594,1513.4472
-18,343.8186,1641.1968
-19,356.451,1817.199
-20,370.52,2005.661
-21,382.8906,2143.281
-22,402.553,2281.172
-23,416.2438,2410.96
-24,432.684,2537.604
-25,449.9498,2655.368
-26,475.2016,2760.86
-27,493.138,2883.654
-28,518.3364,3034.562
-29,546.6684,3256.046
-30,586.206,3820.1
-35,628.8686,4480.018
-45,690.2964,4865.438
