Depth[m],Vs[m/sec],Vp[m/sec]
-0,293.7972,730.4604
-1,293.7972,730.4604
-2,303.7274,892.821
-3,472.8088,1004.4788
-4,591.1464,1074.088
-5,680.395,1146.0798
-6,696.525,1177.0064
-7,715.5324,1248.8446
-8,728.688,1297.6042
-9,740.504,1323.843
-10,750.153,1354.7526
-11,759.2116,1390.9184
-12,767.0818,1422.5416
-13,774.4152,1477.7672
-14,783.4234,1542.8502
-15,788.8218,1587.1214
-16,794.9442,1619.3896
-17,800.4516,1655.9318
-18,805.84,1681.591
-19,811.5108,1708.019
-20,816.1998,1735.809
-21,822.0188,1762.0802
-22,826.694,1799.247
-23,832.7676,1833.808
-24,839.6196,1856.969
-25,847.1812,1873.8584
-26,854.6612,1900.8172
-27,862.6158,1928.5166
-28,868.8624,1966.7624
-29,876.9086,2022.9668
-30,883.491,2103.679
-35,892.4848,2181.6284
-40,907.0334,2292.004
-50,934.9808,3158.572
