Depth[m],Vs[m/sec],Vp[m/sec]
-0,187.84984,445.4342
-1,187.84984,445.4342
-2,215.8012,484.2274
-3,257.0176,536.1032
-4,311.2964,609.1586
-5,357.816,647.0978
-6,374.4414,672.6988
-7,387.1466,693.1156
-8,397.6218,716.381
-9,407.583,736.3604
-10,419.3976,764.4684
-11,430.3352,790.9538
-12,441.5754,817.3454
-13,451.2852,837.8566
-14,461.6326,861.8174
-15,470.3522,884.428
-16,478.1108,905.4496
-17,485.065,925.0434
-18,491.2544,950.3092
-19,497.6506,980.736
-20,502.9684,1004.9226
-21,508.3872,1037.8506
-22,512.317,1078.7642
-23,516.8808,1122.4862
-24,521.2824,1179.024
-25,526.3156,1228.5842
-26,530.079,1270.9184
-27,534.6772,1305.4636
-28,538.5722,1333.2332
-29,542.0992,1362.4664
-30,546.9532,1395.1288
-35,552.1924,1426.4026
-40,557.2294,1459.7048
-45,564.352,1493.2254
-50,574.204,1536.8824
-55,587.8628,1604.0788
-60,606.055,1682.1048
-65,636.925,1811.2618
-75,690.6662,2164.518
