Depth[m],Vs[m/sec],Vp[m/sec]
-0,201.86152,432.6422
-1,201.86152,432.6422
-2,238.5498,462.014
-3,275.495,493.1862
-4,294.0898,520.1492
-5,310.2938,556.243
-6,330.0028,595.0552
-7,343.7252,622.2396
-8,358.6032,658.4052
-9,370.73,695.2268
-10,381.7284,741.6628
-11,391.198,795.2372
-12,402.701,860.979
-13,419.3436,930.3182
-14,439.5206,1018.34
-15,461.3568,1105.7198
-16,487.058,1188.1108
-17,509.6254,1251.0204
-18,539.6426,1321.6404
-19,571.0826,1380.6588
-20,609.3684,1437.551
-21,637.3706,1502.2402
-22,671.3196,1562.3014
-23,703.303,1616.5182
-24,729.144,1680.2974
-25,757.383,1758.5654
-26,786.9278,1847.675
-27,818.28,1926.1816
-28,857.2494,2047.4364
-29,896.1824,2234.247
-30,954.7904,2456.4164
-40,1020.032,2728.76
