Depth[m],Vs[m/sec],Vp[m/sec]
-0,119.4983,321.2358
-1,119.4983,321.2358
-2,187.16702,433.9262
-3,252.92,458.1472
-4,267.68,475.4972
-5,280.5312,499.1034
-6,296.8428,520.4554
-7,307.5244,538.1148
-8,318.5298,556.9356
-9,328.4092,574.3784
-10,335.6068,593.1596
-11,343.3304,614.7958
-12,351.5262,638.1766
-13,360.8386,662.8548
-14,369.6012,687.1032
-15,378.3594,718.2368
-16,387.7484,747.6282
-17,395.9958,788.1516
-18,403.8954,826.5204
-19,412.7246,876.9652
-20,420.7138,938.2184
-21,431.3966,1014.8846
-22,441.0412,1086.8542
-23,450.5162,1189.6734
-24,458.332,1269.2212
-25,468.3326,1333.1808
-26,477.9932,1383.5076
-27,487.6454,1422.5072
-28,498.495,1480.194
-29,508.0906,1567.3574
-30,522.1022,1658.067
-35,536.7932,1776.3808
-40,553.005,2069.084
-50,586.75,2361.3894
