Depth[m],Vs[m/sec],Vp[m/sec]
-0,346.8226,632.9388
-1,346.8226,632.9388
-2,374.2844,669.7198
-3,425.9332,713.3726
-4,442.6,742.5414
-5,454.2848,772.942
-6,462.815,793.733
-7,469.7836,827.2592
-8,475.7488,923.3314
-9,481.4728,952.8356
-10,487.151,977.694200000001
-11,491.2762,1001.2176
-12,495.5052,1024.8814
-13,500.3026,1049.8952
-14,504.2786,1101.8068
-15,509.0056,1199.796
-16,513.821,1262.8868
-17,517.4076,1322.4408
-18,521.711,1392.529
-19,527.6926,1452.0138
-20,530.8628,1505.1846
-21,536.6398,1578.937
-22,542.5852,1657.741
-23,550.3514,1714.539
-24,559.117,1793.2416
-25,566.0958,1946.9752
-26,575.527,2023.4682
-27,584.0362,2105.63
-28,593.5544,2175.257
-29,608.2428,2256.5684
-30,618.856,2338.328
-35,633.278,2434.318
-40,654.9082,3158.754
-45,673.3244,3662.256
-55,709.2052,4317.318
